gender,fav_number,tweet_count,retweet_count,sidebar_hue,sidebar_sat,sidebar_value,link_hue,link_sat,link_value,,
1,767,28352,0,216.5,32,96.9,341.4,51.8,22,,
0,766,21156,0,200,19,92.9,265.9,50,80,,
0,766,3056,0,200,19,92.9,196,100,70.6,,
0,765,4978,0,200,19,92.9,265.9,50,80,,
1,765,4051,0,0,0,0,204.2,93.9,90.2,,
0,765,2905,0,200,19,92.9,196,100,70.6,,
1,764,3740,0,0,0,0,196,100,70.6,,
0,763,1544,0,200,19,92.9,0,100,60,,
0,762,56577,0,0,0,93.3,0,100,60,,
1,762,7325,1,200,19,92.9,196,100,70.6,,
0,762,2543,0,0,0,0,196,100,70.6,,
0,762,2532,0,200,19,92.9,196,100,70.6,,
1,761,1814,0,0,0,0,110.1,58.6,56.9,,
0,761,1100,0,200,19,92.9,196,100,70.6,,
0,761,1032,0,0,0,0,196,100,70.6,,
1,760,125088,0,0,0,100,196,100,70.6,,
1,760,1708,0,200,19,92.9,196,100,70.6,,
0,760,719,0,200,19,92.9,196,100,70.6,,
0,759,25105,0,216.5,32,96.9,196,100,70.6,,
1,759,19427,0,220,20,11.8,358.1,94,92.2,,
0,759,414,0,0,0,0,195,100,80,,
0,759,412,0,200,19,92.9,196,100,70.6,,
0,758,11926,0,200,19,92.9,265.9,50,80,,
1,758,3154,0,200,19,92.9,0,0,0,,
1,758,3106,0,0,0,0,194.1,80.3,93.7,,
1,758,1025,0,0,0,0,196,100,70.6,,
1,757,61438,0,183.8,57.3,86.3,71.6,59,65.1,,
1,757,4862,0,0,0,74.9,196,100,70.6,,
0,756,1587,0,200,19,92.9,351.9,30.2,96.1,,
1,754,17904,0,0,0,0,265.9,50,80,,
0,754,15094,0,200,19,92.9,196,100,70.6,,
0,754,5549,0,200,19,92.9,196,100,70.6,,
1,754,5237,0,200,19,92.9,196,100,70.6,,
1,753,28770,0,0,0,21.6,0,0,0,,
0,753,10602,0,200,19,92.9,196,100,70.6,,
0,753,7759,0,0,0,100,194.1,80.3,93.7,,
0,753,3054,0,200,19,92.9,187.6,100,43.1,,
0,753,1041,0,200,19,92.9,206.2,72.8,85.1,,
1,748,58876,0,193.3,7.6,92.9,181.9,81.1,76.9,,
1,748,4697,0,200,19,92.9,206.2,72.8,85.1,,
1,747,6559,0,77.5,34.9,100,196,100,70.6,,
0,745,6322,0,200,19,92.9,194.1,80.3,93.7,,
0,745,2054,0,200,19,92.9,206.1,11.9,76.1,,
0,745,1157,0,200,19,92.9,196,100,70.6,,
0,744,11390,0,220,20,11.8,196,100,70.6,,
1,744,5874,0,0,0,100,331,95.1,87.8,,
1,744,1533,0,60.6,85.8,96.5,80.7,96.4,32.9,,
1,744,895,0,200,19,92.9,196,100,70.6,,
0,743,3055,0,200,19,92.9,196,100,70.6,,
0,742,3533,0,0,0,0,344.7,79.3,81.6,,
0,742,1595,0,200,19,92.9,196,100,70.6,,
0,741,27891,0,0,0,93.3,206.1,11.9,76.1,,
1,741,6305,0,200,19,92.9,300,61.9,69,,
1,740,13529,0,0,0,100,0,100,70.2,,
1,740,8162,0,0,0,100,17.2,75.2,98,,
0,739,12723,0,0,0,0,297.2,90.8,63.9,,
1,739,7574,0,0,0,0,196.8,84.4,78,,
1,739,3916,0,200,19,92.9,352.5,79.2,86.7,,
1,738,1195,0,0,0,0,196,100,70.6,,
1,736,1607,0,0,0,100,196,100,70.6,,
0,736,923,0,200,19,92.9,196,100,70.6,,
0,735,2835,0,0,0,0,196,100,70.6,,
0,733,1466,0,200,19,92.9,194.1,80.3,93.7,,
0,729,2745,0,0,0,0,196,100,70.6,,
0,729,1193,0,200,19,92.9,265.9,50,80,,
0,729,596,0,200,19,92.9,206.2,72.8,85.1,,
1,727,41717,0,0,0,100,222.1,74.9,85.9,,
1,726,31891,0,0,0,100,194.1,80.3,93.7,,
0,726,5146,0,200,19,92.9,196.8,84.4,78,,
1,725,18225,0,86.5,63.8,73.7,0,0,13.3,,
1,725,3764,0,49,38.4,94.9,206.2,72.8,85.1,,
1,724,25300,0,200,19,92.9,265.9,50,80,,
0,724,22650,0,0,0,100,196,100,70.6,,
0,723,6633,0,0,0,93.3,14.3,58.3,14.1,,
1,722,187,0,200,19,92.9,196,100,70.6,,
0,721,38585,0,0,0,100,196,100,70.6,,
0,721,36124,0,0,0,100,0,0,0,,
1,721,8355,0,0,0,0,206.1,11.9,76.1,,
1,720,1394,0,200,19,92.9,17.2,75.2,98,,
0,720,1346,0,200,19,92.9,196,100,70.6,,
1,720,1224,0,0,0,0,196,100,70.6,,
1,719,32227,0,0,0,0,206.1,11.9,76.1,,
0,719,6645,0,0,0,93.3,196,100,70.6,,
1,718,2786,0,0,0,0,113.7,46.3,16.1,,
0,717,71295,0,0,0,0,196,100,70.6,,
1,717,19380,0,0,0,87.5,280,86,67.1,,
1,717,3376,0,0,0,100,196,100,70.6,,
0,717,191,0,200,19,92.9,110.1,58.6,56.9,,
0,716,9737,0,200,19,92.9,169.9,30.2,92.2,,
1,715,6417,0,0,0,100,110.1,58.6,56.9,,
1,715,553,0,200,19,92.9,196,100,70.6,,
1,714,14278,0,0,0,100,196,100,70.6,,
1,714,4203,0,200,19,92.9,0,100,100,,
1,714,2691,0,211.8,71,27.1,206.2,72.8,85.1,,
1,713,12044,0,49,38.4,94.9,196,100,70.6,,
0,713,720,0,0,0,0,196,100,70.6,,
0,712,2242,0,200,19,92.9,206.1,11.9,76.1,,
0,712,406,0,200,19,92.9,196,100,70.6,,
1,711,46056,0,0,0,100,196,100,70.6,,
0,711,11937,0,200,19,92.9,196,100,70.6,,
0,711,4530,0,0,0,100,265.9,50,80,,
0,711,1424,0,200,19,92.9,12,100,100,,
0,711,748,0,200,19,92.9,196,100,70.6,,
0,710,163735,0,200,19,92.9,155.1,100,30.2,,
0,710,26012,0,0,0,0,196,100,70.6,,
1,709,53949,0,0,0,100,60,93.8,31.4,,
1,708,1501,0,200,19,92.9,196,100,70.6,,
1,707,4721,0,0,0,0,240,83.8,38.8,,
1,707,1243,0,0,0,0,17.1,48.5,93.7,,
1,705,1860,0,200,19,92.9,343.3,55.9,72.9,,
0,704,71390,0,0,0,0,352.5,79.2,86.7,,
0,704,42821,0,0,0,93.3,0,0,40,,
1,704,11372,0,85.7,40.1,61.6,196,100,70.6,,
0,704,1535,0,200,19,92.9,60,2.1,38,,
0,703,43057,0,0,0,100,196,100,70.6,,
0,703,10738,0,0,0,100,0,100,100,,
0,702,91730,0,0,0,100,320,100,20,,
0,702,25202,0,0,0,100,294.8,90.2,20,,
1,701,434,0,200,19,92.9,196,100,70.6,,
0,700,87460,0,200,19,92.9,264.1,89.2,83.1,,
0,700,33179,1,99.6,21.4,86.3,194.1,80.3,93.7,,
0,700,13428,0,0,0,100,197.1,5.6,49,,
1,699,2312,0,0,0,93.3,344.7,79.3,81.6,,
0,698,3008,0,0,0,93.3,196,100,70.6,,
1,698,2576,0,200,19,92.9,196,100,70.6,,
1,697,10737,0,0,0,100,352.5,79.2,86.7,,
0,697,5384,0,0,0,0,196,100,70.6,,
1,697,887,0,200,19,92.9,0,0,72.5,,
1,694,21706,0,200,19,92.9,196,100,70.6,,
1,694,1041,0,56.5,37.8,70.6,196,100,70.6,,
1,693,1321,0,200,19,92.9,196,100,70.6,,
1,693,912,0,200,19,92.9,196,100,70.6,,
0,692,23957,0,200,19,92.9,196,100,70.6,,
1,691,17478,0,0,0,100,196,100,70.6,,
0,691,11346,0,200,19,92.9,196,100,70.6,,
0,691,385,0,0,0,0,133.3,37.8,56.1,,
0,690,3017,0,0,0,100,196,100,70.6,,
1,690,2055,0,200,19,92.9,196,100,70.6,,
0,690,1978,0,0,0,93.3,206,45.2,98,,
1,689,1351,0,200,19,92.9,178,97.8,70.6,,
0,688,142230,0,29,96.7,94.9,196,100,70.6,,
0,688,3555,0,200,19,92.9,351.9,30.2,96.1,,
1,686,1960,0,200,19,92.9,260.1,100,70.2,,
0,686,528,0,200,19,92.9,199,47.1,100,,
0,685,1091,0,200,19,92.9,340.1,93.9,70.6,,
0,684,3698,0,183.8,57.3,86.3,215.4,51.3,93.3,,
0,684,2701,0,200,19,92.9,265.9,50,80,,
0,683,504,0,200,19,92.9,351.9,30.2,96.1,,
0,682,15614,0,0,0,16.1,0,0,0,,
1,682,800,0,200,19,92.9,352.5,79.2,86.7,,
1,681,2594,0,200,19,92.9,196,100,70.6,,
0,681,2293,0,200,19,92.9,196,100,70.6,,
0,679,18138,0,200,19,92.9,0,64.8,56.9,,
1,678,81876,0,200,19,92.9,110.5,22.8,75.7,,
0,678,522,0,200,19,92.9,190.4,100,72.5,,
1,677,43657,0,220,20,11.8,229.9,100,70.2,,
1,677,35984,0,0,0,100,206.1,11.9,76.1,,
1,677,8812,0,0,0,100,196,100,70.6,,
1,676,8032,0,200,19,92.9,0,100,70.2,,
0,676,692,0,0,0,0,196,100,70.6,,
1,675,13330,0,175.5,89.9,69.8,196,100,70.6,,
1,675,6790,0,200,19,92.9,196,100,70.6,,
0,675,3980,0,198,16.8,93.3,109.9,36.3,83.1,,
0,675,998,0,200,19,92.9,196,100,70.6,,
1,674,7313,0,200,19,92.9,196,100,70.6,,
1,674,1795,0,0,0,100,196,100,70.6,,
0,674,496,0,200,19,92.9,196,100,70.6,,
0,673,3017,0,200,19,92.9,326,90.7,42,,
0,673,900,0,0,0,100,206.1,11.9,76.1,,
1,672,29944,0,220,20,11.8,0,0,0,,
1,672,2262,0,0,0,0,196,100,70.6,,
0,671,135833,0,0,0,100,196,100,70.6,,
1,671,85784,0,0,0,0,249.3,48.9,72.2,,
1,670,14485,0,0,0,100,71.6,59,65.1,,
0,670,2085,0,200,19,92.9,80.7,96.4,32.9,,
1,669,37639,0,200,19,92.9,196,100,70.6,,
1,669,518,0,200,19,92.9,196.8,84.4,78,,
0,668,5344,0,0,0,100,196,100,70.6,,
1,668,2137,0,200,19,92.9,221.5,90.9,68.6,,
1,667,2953,0,200,19,92.9,42.8,69.8,100,,
0,666,116474,0,0,0,0,196,100,70.6,,
0,666,2168,0,200,19,92.9,340.1,93.9,70.6,,
1,665,67793,0,356,66.1,97.3,348,76.9,86.7,,
1,665,67240,0,0,0,100,103.3,88.5,23.9,,
0,665,7562,0,200,19,92.9,194.1,80.3,93.7,,
1,665,4994,0,0,0,0,0,0,0,,
1,664,22192,0,0,0,0,0,100,100,,
0,663,31087,0,0,0,0,206.2,72.8,85.1,,
0,662,14567,0,0,0,87.5,210,2.1,38,,
0,662,14567,0,0,0,87.5,0,100,60,,
1,662,2737,0,0,0,100,196,100,70.6,,
0,661,8369,0,200,19,92.9,196,100,70.6,,
1,660,64545,0,0,0,100,0,100,60,,
0,660,15903,0,200,19,92.9,344.7,79.3,81.6,,
0,660,4910,0,54.9,32.2,100,352.5,79.2,86.7,,
1,660,4859,0,200,19,92.9,196,100,70.6,,
0,660,1171,0,0,0,0,0,100,100,,
0,659,690,0,200,19,92.9,196,100,70.6,,
1,658,293053,0,0,0,100,265.9,50,80,,
0,657,15286,0,0,0,100,110.1,58.6,56.9,,
1,657,690,0,200,19,92.9,340.1,93.9,70.6,,
1,656,63859,0,200,19,92.9,0,95.5,70.2,,
1,656,90,0,200,19,92.9,196,100,70.6,,
1,655,5187,0,0,0,0,194.1,80.3,93.7,,
1,655,5187,0,0,0,0,351.9,30.2,96.1,,
0,654,11067,0,200,19,92.9,194.1,80.3,93.7,,
1,654,9654,0,0,0,93.3,196,100,70.6,,
1,654,1421,0,200,19,92.9,196,100,70.6,,
0,653,2929,0,200,19,92.9,196,100,70.6,,
0,653,2399,0,0,0,93.3,196,100,70.6,,
1,653,774,0,0,0,0,196,100,70.6,,
1,653,436,0,0,0,100,196,100,70.6,,
0,652,3037,0,200,19,92.9,206,45.2,98,,
1,652,984,0,200,19,92.9,349.8,86.8,74.5,,
1,651,8446,0,0,0,100,196,100,70.6,,
1,650,35278,0,0,0,0,196,100,70.6,,
0,650,10230,0,200,19,92.9,334.5,100,94.1,,
1,650,3187,0,200,19,92.9,196,100,70.6,,
1,650,194,0,0,0,0,196,100,70.6,,
1,649,6941,0,350.3,34.6,70.2,196,100,70.6,,
0,648,19285,0,220,20,11.8,265.9,50,80,,
0,648,6825,0,200,19,92.9,196,100,70.6,,
1,647,106009,0,0,0,100,0,87.9,83.9,,
0,647,59432,0,0,0,100,288,23.4,83.9,,
0,647,7454,0,0,0,0,265.9,50,80,,
1,646,58741,0,198,16.8,93.3,0,0,0,,
1,646,20691,0,340,75,80,196,100,70.6,,
0,646,928,0,200,19,92.9,190.4,100,72.5,,
0,645,62127,0,0,0,100,206.1,11.9,76.1,,
1,645,347,0,200,19,92.9,196,100,70.6,,
0,644,14131,0,200,19,92.9,196,100,70.6,,
1,644,4062,0,0,0,100,272.4,25.2,98,,
1,644,795,0,0,0,0,196,100,70.6,,
0,643,188284,0,220,20,11.8,0,0,0,,
0,643,4775,1,0,0,93.3,206,45.2,98,,
1,642,42680,0,0,0,0,206.2,72.8,85.1,,
1,642,1081,0,200,19,92.9,196,100,70.6,,
0,641,3735,0,200,19,92.9,196,100,70.6,,
1,641,3252,0,0,0,0,15.3,97.8,53.3,,
1,640,10632,0,200,19,92.9,196,100,70.6,,
0,640,3643,0,200,19,92.9,196,100,70.6,,
0,640,3596,0,200,19,92.9,196,100,70.6,,
1,640,2287,0,200,19,92.9,196,100,70.6,,
0,640,656,0,200,19,92.9,265.9,50,80,,
1,640,147,0,200,19,92.9,196,100,70.6,,
1,639,5439,0,200,19,92.9,0,64.8,56.9,,
0,639,2662,0,200,19,92.9,80.7,96.4,32.9,,
0,638,108786,0,0,0,0,240,100,100,,
0,638,108782,0,0,0,0,340.1,93.9,70.6,,
0,638,11701,0,0,0,100,220.2,83,60,,
0,638,2352,0,200,19,92.9,308.5,27.8,100,,
1,638,1058,0,0,0,0,196,100,70.6,,
0,638,1046,0,200,19,92.9,80.7,96.4,32.9,,
1,638,164,0,200,19,92.9,196,100,70.6,,
1,637,1625,0,200,19,92.9,196,100,70.6,,
1,637,36,0,200,19,92.9,206,45.2,98,,
0,636,168006,0,0,0,93.3,196,100,70.6,,
0,636,2853,0,200,19,92.9,196,100,70.6,,
0,636,916,0,200,19,92.9,196,100,70.6,,
1,635,3772,0,0,0,0,196,100,70.6,,
1,634,112405,0,99.6,21.4,86.3,196,100,70.6,,
0,634,12106,1,200,19,92.9,110.1,58.6,56.9,,
1,634,9091,0,54.9,32.2,100,196,100,70.6,,
1,634,7107,0,200,19,92.9,206.1,11.9,76.1,,
0,634,3900,0,220,20,11.8,194.1,80.3,93.7,,
0,634,257,0,200,19,92.9,196,100,70.6,,
1,633,55743,0,193.3,7.6,92.9,196,100,70.6,,
0,633,6888,0,220,20,11.8,196,100,70.6,,
1,633,3801,0,200,19,92.9,196,100,70.6,,
0,633,990,0,200,19,92.9,196,100,70.6,,
1,632,6669,0,200,19,92.9,196,100,70.6,,
0,631,21835,0,200,19,92.9,0,0,0,,
0,631,17689,0,0,0,100,210,4.9,16.1,,
1,631,15319,0,200,19,92.9,196,100,70.6,,
0,631,3380,0,200,19,92.9,15.3,97.8,53.3,,
0,631,2443,0,200,19,92.9,196,100,70.6,,
1,631,130,1,200,19,92.9,352.5,79.2,86.7,,
1,630,9823,0,200,19,92.9,110.1,58.6,56.9,,
0,629,22200,0,0,0,100,195,100,80,,
0,629,22199,0,0,0,100,280.4,34.6,52.2,,
0,629,13829,0,200,19,92.9,0,0,0,,
1,629,11239,0,0,0,100,265.9,50,80,,
0,629,9008,0,0,0,0,194.1,80.3,93.7,,
1,629,7962,0,307.1,100,100,196,100,70.6,,
0,628,5390,0,200,19,92.9,340.1,93.9,70.6,,
1,628,488,0,200,19,92.9,351.9,30.2,96.1,,
1,627,20507,1,0,0,0,196,100,70.6,,
1,627,265,0,200,19,92.9,196,100,70.6,,
0,626,5490,0,220,20,11.8,196,100,70.6,,
1,626,371,0,0,0,0,196,100,70.6,,
0,625,7545,0,0,0,100,196,100,70.6,,
1,625,1257,0,200,19,92.9,196,100,70.6,,
0,624,20854,0,0,0,0,0,93.9,45.1,,
0,624,2881,0,200,19,92.9,196,100,70.6,,
0,624,2090,0,200,19,92.9,196,100,70.6,,
1,623,74587,0,8.9,93.9,90.2,196,100,70.6,,
0,623,4604,0,0,0,100,265.9,50,80,,
1,622,40597,0,0,0,0,0,0,0,,
0,622,5346,0,200,19,92.9,200.5,90,86.7,,
0,621,97846,0,0,0,100,206.1,11.9,76.1,,
1,619,111864,0,0,0,0,196,100,70.6,,
1,619,44900,0,304,98.3,71,196,100,70.6,,
0,619,25467,0,200,19,92.9,0,100,100,,
0,619,3157,0,200,19,92.9,350.1,96.8,98,,
1,619,2782,0,200,19,92.9,196,100,70.6,,
1,617,1686,0,183.8,57.3,86.3,265.9,50,80,,
1,617,1043,0,200,19,92.9,196,100,70.6,,
1,616,17280,0,40.5,36,83.9,110.1,58.6,56.9,,
0,616,16798,0,0,0,100,206.2,72.8,85.1,,
1,616,2065,0,0,0,100,340.1,93.9,70.6,,
0,616,1894,0,200,19,92.9,196,100,70.6,,
1,616,885,0,201.5,53.7,85.5,196,100,70.6,,
0,615,25724,1,86.5,63.8,73.7,196,100,70.6,,
1,615,16198,1,0,0,93.3,196,100,70.6,,
0,613,171911,0,0,0,100,196,100,70.6,,
1,612,46539,0,0,0,0,196,100,70.6,,
1,612,9689,0,200,19,92.9,0,0,6.7,,
0,612,7562,0,0,0,0,196,100,70.6,,
1,612,6421,0,348.5,31.1,65.5,196,100,70.6,,
1,611,6365,0,200,19,92.9,196,100,70.6,,
0,610,4101,0,200,19,92.9,196,100,70.6,,
1,610,1864,0,200,19,92.9,205.6,58.1,82.4,,
0,610,1389,0,0,0,100,196,100,70.6,,
1,610,495,0,200,19,92.9,196,100,70.6,,
1,609,2675,0,200,19,92.9,196,100,70.6,,
1,609,1434,0,0,0,0,196,100,70.6,,
0,608,46712,0,0,0,93.3,32.8,83.8,94.1,,
0,608,20774,0,216.5,32,96.9,196,100,70.6,,
1,608,2842,0,200,19,92.9,196,100,70.6,,
0,607,83218,0,200,19,92.9,1.5,100,31.4,,
0,607,7900,0,200,19,92.9,12.4,92.5,47.1,,
0,607,5125,0,200,19,92.9,196,100,70.6,,
0,607,2430,2,0,0,0,120,100,70.2,,
0,607,971,0,220,20,11.8,196,100,70.6,,
0,606,35499,0,0,0,100,196,100,70.6,,
0,606,9379,0,353.3,81.8,4.3,351.9,30.2,96.1,,
1,605,2164,0,200,19,92.9,196.8,84.4,78,,
0,605,433,0,0,0,0,196,100,70.6,,
0,604,6365,0,200,19,92.9,15,2.7,58.8,,
1,604,1331,0,200,19,92.9,210.4,85.9,38.8,,
0,604,762,0,200,19,92.9,196,100,70.6,,
0,603,111999,0,0,0,0,107.2,90,90.2,,
0,603,9349,0,0,0,100,196,100,70.6,,
1,602,3335,0,99.6,21.4,86.3,49.9,98.6,54.1,,
0,602,465,0,200,19,92.9,15.3,97.8,53.3,,
1,601,36953,0,0,0,93.3,196,100,70.6,,
1,601,20029,0,200,19,92.9,336,100,100,,
1,601,4991,1,0,0,93.3,206.1,11.9,76.1,,
0,601,4162,0,0,0,100,196,100,70.6,,
1,601,2769,0,0,0,0,240,75,80,,
1,601,614,0,200,19,92.9,196,100,70.6,,
0,599,1684,0,0,0,93.3,206,45.2,98,,
1,599,662,0,183.8,19.3,65.1,196,100,70.6,,
1,599,636,0,220,20,11.8,352.5,79.2,86.7,,
1,599,287,0,200,19,92.9,42.8,69.8,100,,
0,598,9723,0,220,20,11.8,196,100,70.6,,
0,598,9131,0,0,0,0,196,100,70.6,,
1,598,3819,0,200,19,92.9,0,0,0,,
1,598,1217,0,200,19,92.9,0,0,0,,
0,597,15507,0,0,0,0,0,100,100,,
1,597,11457,0,200,19,92.9,265.9,50,80,,
0,596,93628,0,0,0,100,210,6,65.1,,
1,596,51025,0,45,1.9,82.7,195.4,36.1,38,,
0,596,24147,0,0,0,100,110.1,58.6,56.9,,
1,596,2459,0,0,0,100,196,100,70.6,,
0,595,671,0,200,19,92.9,110.1,58.6,56.9,,
1,594,4701,0,200,19,92.9,174.8,78.7,81.2,,
0,593,78428,0,0,0,100,0,0,0,,
0,593,26729,0,216.5,32,96.9,181,100,70.2,,
0,592,53053,0,0,0,93.3,4,92,83.1,,
1,592,379,0,0,0,100,196,100,70.6,,
1,591,1548,0,0,0,0,196,100,70.6,,
0,591,469,0,200,19,92.9,196,100,70.6,,
0,591,111,0,200,19,92.9,196,100,70.6,,
0,590,5122,0,0,0,100,17.2,75.2,98,,
1,590,2249,1,85.7,40.1,61.6,196,100,70.6,,
1,590,951,0,200,19,92.9,80.7,96.4,32.9,,
1,590,951,0,200,19,92.9,206.1,11.9,76.1,,
1,590,951,0,200,19,92.9,196,100,70.6,,
0,590,604,0,200,19,92.9,196,100,70.6,,
1,590,593,0,200,19,92.9,196,100,70.6,,
0,590,496,0,200,19,92.9,196,100,70.6,,
1,589,75448,0,200,19,92.9,240,100,100,,
1,589,40379,0,0,0,100,206.2,72.8,85.1,,
1,589,15241,0,200,19,92.9,206,45.2,98,,
1,589,5045,0,0,0,0,196,100,70.6,,
1,588,5571,0,0,0,100,341.3,90.8,67.8,,
0,588,2117,0,200,19,92.9,340,75,80,,
1,588,1438,0,0,0,100,109.9,36.3,83.1,,
0,587,40978,0,0,0,0,195,100,80,,
0,587,23362,0,220,20,11.8,240,100,100,,
0,587,1281,0,220,20,11.8,196,100,70.6,,
1,586,73066,0,340,75,80,206.2,72.8,85.1,,
1,586,9565,0,220,20,11.8,17.2,75.2,98,,
1,586,9565,0,220,20,11.8,194.1,80.3,93.7,,
1,585,4534,0,220,20,11.8,42.8,69.8,100,,
1,585,265,0,200,19,92.9,196,100,70.6,,
0,584,30241,0,0,0,0,0,0,0,,
1,584,1246,0,0,0,0,0,0,0,,
1,583,52598,0,190,2.5,95.3,345,90.3,85.1,,
0,583,11314,0,0,0,0,180,77,92.2,,
1,583,1922,0,0,0,100,196,100,70.6,,
0,583,347,0,200,19,92.9,352.5,79.2,86.7,,
1,582,2133,0,0,0,0,110.1,58.6,56.9,,
1,581,2691,1,200,19,92.9,344.3,75,36.1,,
1,580,7400,0,200,19,92.9,265.9,50,80,,
0,579,27444,0,200,19,92.9,17.2,75.2,98,,
0,579,1950,0,0,0,0,196,100,70.6,,
1,579,738,0,45,1.9,82.7,196,100,70.6,,
0,578,2882,0,200,19,92.9,196,100,70.6,,
0,578,370,0,200,19,92.9,206.2,72.8,85.1,,
1,577,59451,0,0,0,0,0,0,0,,
1,577,53282,0,200,19,92.9,0,0,0,,
0,577,3539,0,200,19,92.9,206.2,72.8,85.1,,
0,576,38919,0,0,0,71,0,0,0,,
0,576,10198,0,200,19,92.9,53.8,49.5,38,,
0,576,1718,0,200,19,92.9,196,100,70.6,,
0,576,1491,0,200,19,92.9,196,100,70.6,,
0,575,11864,0,0,0,0,180,7.7,5.1,,
1,575,796,0,0,0,0,21,91.8,100,,
0,574,3601,0,323.7,100,27.8,42.8,69.8,100,,
1,574,3313,0,0,0,0,0,100,100,,
0,573,23467,0,200,19,92.9,0,0,0,,
1,573,20272,0,0,0,100,0,0,0,,
0,570,8321,0,0,0,0,177,100,70.2,,
1,570,573,0,0,0,0,196,100,70.6,,
1,569,11391,0,0,0,0,194.1,80.3,93.7,,
0,569,8629,0,0,0,100,196,100,70.6,,
1,569,1847,0,0,0,100,196,100,70.6,,
0,568,363610,0,86.5,63.8,73.7,352.5,79.2,86.7,,
0,568,363610,0,86.5,63.8,73.7,240,100,100,,
0,568,8029,0,40.1,76.9,100,0,0,0,,
1,567,3477,0,37.5,80,94.1,196,100,70.6,,
1,565,23708,0,0,0,100,196,100,70.6,,
0,565,7331,0,200,19,92.9,340,75,80,,
1,565,1436,0,0,0,0,206.1,11.9,76.1,,
0,565,533,0,200,19,92.9,196,100,70.6,,
1,565,207,0,200,19,92.9,196,100,70.6,,
0,564,4121,0,200,19,92.9,196,100,70.6,,
1,564,3264,0,0,0,0,283.2,89.3,65.9,,
1,564,2220,0,45,1.9,82.7,352.5,79.2,86.7,,
0,564,1763,0,200,19,92.9,326.1,83.2,91,,
0,563,61474,0,0,0,100,206.1,11.9,76.1,,
1,563,60759,0,260.9,90.2,76.1,0,0,0,,
0,562,8382,0,200,19,92.9,206.2,72.8,85.1,,
1,562,4936,0,201.5,53.7,85.5,0,0,0,,
1,562,3079,0,225.9,61.7,75.7,351.9,30.2,96.1,,
1,562,1438,0,0,0,93.3,352.5,79.2,86.7,,
0,562,896,0,200,19,92.9,196,100,70.6,,
0,561,18552,0,0,0,0,199,90.2,83.9,,
0,561,5768,0,200,19,92.9,0,100,100,,
0,561,1865,0,200,19,92.9,196,100,70.6,,
1,561,259,0,200,19,92.9,196,100,70.6,,
1,560,1700,0,0,0,100,110.1,58.6,56.9,,
1,560,930,0,220,20,11.8,196,100,70.6,,
0,559,2665,0,200,19,92.9,196,100,70.6,,
1,558,28752,0,200,19,92.9,206.2,72.8,85.1,,
0,558,3435,0,200,19,92.9,196,100,70.6,,
0,558,1537,0,0,0,0,0,0,0,,
0,558,1537,0,0,0,0,0,0,0,,
0,558,1536,0,0,0,0,196,100,70.6,,
0,557,74976,1,86.5,63.8,73.7,180,10,3.9,,
1,556,66042,0,0,0,100,0,0,0,,
0,556,518,0,0,0,0,0,60.8,100,,
0,555,4058,0,99.6,21.4,86.3,196,100,70.6,,
0,555,1101,0,200,19,92.9,196,100,70.6,,
1,554,35007,0,0,0,0,0,83.2,83.9,,
1,553,3102,0,0,0,100,22.7,70.7,61.6,,
0,552,2922,0,200,19,92.9,206.1,11.9,76.1,,
1,552,2271,0,99.6,21.4,86.3,196,100,70.6,,
0,552,1472,0,0,0,0,196,100,70.6,,
1,552,446,0,0,0,0,196,100,70.6,,
1,551,1677,0,200,19,92.9,231.2,37.8,35.3,,
1,551,752,0,200,19,92.9,196,100,70.6,,
0,550,66091,0,86.5,63.8,73.7,351.9,30.2,96.1,,
1,550,48844,0,0,0,100,241.8,91.1,43.9,,
1,550,20883,0,0,0,100,206.1,11.9,76.1,,
0,550,8788,0,184.7,43,81.2,114.4,87.6,38,,
1,550,374,0,200,19,92.9,80.7,96.4,32.9,,
0,549,60322,0,200,19,92.9,0,0,0,,
0,549,29596,0,0,0,100,196,100,70.6,,
1,549,10050,0,0,0,87.5,265.9,50,80,,
1,549,3005,0,200,19,92.9,190.4,100,72.5,,
1,549,2124,0,200,19,92.9,0,0,0,,
0,548,873,0,200,19,92.9,206.1,11.9,76.1,,
1,548,386,0,200,19,92.9,196,100,70.6,,
0,547,6575,1,0,0,0,0,0,0,,
1,546,28268,0,0,0,0,196,100,70.6,,
1,546,882,0,200,19,92.9,0,0,0,,
0,545,6434,0,0,0,0,151.2,89.2,65.1,,
1,545,697,0,220,20,11.8,225,96.3,94.5,,
0,545,436,0,200,19,92.9,196,100,70.6,,
0,544,10182,0,200,19,92.9,0,0,0,,
0,544,9739,0,281.2,85,23.5,196,100,70.6,,
1,542,1790,0,0,0,100,0,100,60,,
0,542,889,0,220,20,11.8,196,100,70.6,,
0,541,12078,0,200,19,92.9,194.1,80.3,93.7,,
0,541,2964,0,200,19,92.9,196,100,70.6,,
1,541,648,0,0,0,0,196,100,70.6,,
1,540,833,0,200,19,92.9,196,100,70.6,,
1,539,14264,0,0,0,0,340,75,80,,
0,539,1355,0,200,19,92.9,196,100,70.6,,
1,538,8376,0,186,100,3.9,196,100,70.6,,
0,538,6480,0,200,19,92.9,351.9,30.2,96.1,,
1,538,2471,0,0,0,100,110.1,58.6,56.9,,
1,538,1913,0,200,19,92.9,196,100,70.6,,
0,537,61343,1,0,0,100,0,0,0,,
0,537,2104,0,0,0,0,0,100,100,,
