gender,created,fav_number,tweet_count,retweet_count,tweet_location,user_timezone,link_hue,link_sat,link_vue,sidebar_hue,sidebar_sat,sidebar_vue
0,06/08/2009,143,11389,0,1,0,196,100,70.6,200,19,92.9
0,07/07/2012,2691,11388,0,0,0,196,100,70.6,200,19,92.9
1,10/20/2009,704,11372,0,1,0,164.9,78.7,81.2,85.7,40.1,61.6
0,04/16/2012,6434,11368,0,0,0,196,100,70.6,200,19,92.9
1,09/22/2012,4505,11356,0,0,1,206.1,11.9,76.1,0,0,100
1,09/08/2012,7074,11351,0,0,1,196,100,70.6,200,19,92.9
0,07/09/2010,691,11346,0,1,1,196,100,70.6,200,19,92.9
1,04/03/2013,0,11340,0,0,0,196,100,70.6,200,19,92.9
0,03/04/2012,2,11335,0,1,0,0,100,60,0,0,100
0,03/14/2009,850,11329,0,0,1,206.1,11.9,76.1,0,0,100
1,12/24/2011,6559,11328,0,0,1,80.7,96.4,32.9,0,0,93.3
1,09/05/2014,3705,11327,0,1,0,196,100,70.6,200,19,92.9
0,12/17/2009,8894,11318,0,0,0,196,100,70.6,200,19,92.9
0,07/06/2014,583,11314,0,1,1,0,100,70.2,0,0,0
1,05/20/2011,42,11312,0,0,0,180,77,92.2,0,0,100
0,01/04/2009,326,11301,0,1,1,196,100,70.6,0,0,0
1,07/29/2012,10063,11292,0,0,1,0,6.7,5.9,0,0,0
1,05/01/2012,2969,11292,0,1,1,20.8,49.1,41.6,333.5,23.6,71.4
0,02/03/2011,105,11286,0,1,1,196,100,70.6,0,0,100
0,08/11/2011,7142,11277,0,0,1,0,100,60,0,0,87.5
0,01/07/2015,4667,11265,0,1,0,196,100,70.6,200,19,92.9
1,03/22/2009,347,11257,0,1,1,0,100,45.1,0,0,0
1,10/16/2011,3551,11256,0,1,1,0,0,0,0,0,0
1,04/24/2015,0,11255,0,1,0,358.9,98.2,65.9,0,0,0
0,03/16/2010,15,11250,0,1,1,195,100,80,54.9,32.2,100
0,10/23/2014,3053,11244,0,1,1,206.1,11.9,76.1,0,0,100
0,06/15/2014,1110,11241,0,0,1,206,45.2,98,0,0,0
0,10/18/2013,322,11241,0,1,1,0,0,0,0,0,0
1,03/16/2010,629,11239,0,0,1,196,100,70.6,0,0,100
1,10/02/2011,1052,11236,0,1,0,265.9,50,80,0,0,100
1,04/21/2014,8275,11231,0,0,0,196,100,70.6,200,19,92.9
1,03/29/2013,5413,11214,0,0,0,196,100,70.6,0,0,0
1,12/02/2012,8,11212,0,1,1,60,93.8,31.4,0,0,100
0,01/06/2009,3954,11210,0,1,1,206.2,72.8,85.1,0,0,100
1,09/28/2012,3750,11200,0,1,1,194.1,80.3,93.7,220,20,11.8
0,01/05/2011,783,11198,1,1,1,0,100,100,49,38.4,94.9
1,11/01/2013,6092,11197,0,0,1,196,100,70.6,200,19,92.9
1,01/23/2012,7177,11194,0,1,1,163.1,65.1,92.2,0,0,100
1,03/01/2010,5208,11184,0,0,1,0,100,60,0,0,100
0,12/31/2012,6118,11172,0,1,0,240,98,98,0,0,0
1,10/24/2011,3144,11170,0,1,1,352.5,79.2,86.7,0,0,0
0,06/26/2009,1641,11159,0,1,1,196,100,70.6,200,19,92.9
1,09/28/2011,4957,11157,0,1,1,0,55.1,80.4,0,0,100
1,10/07/2014,6231,11149,0,1,0,196,100,70.6,200,19,92.9
1,01/21/2014,6397,11129,0,0,0,351.9,30.2,96.1,0,0,0
0,05/31/2014,2732,11129,0,1,1,0,0,0,0,0,93.3
0,04/11/2008,8,11127,0,1,1,248.9,100,100,201.5,53.7,85.5
0,12/19/2014,2462,11117,0,0,0,196,100,70.6,200,19,92.9
0,02/09/2008,5,11099,0,1,1,110.1,58.6,56.9,0,0,100
1,02/13/2011,2091,11092,0,1,1,206,45.2,98,200,19,92.9
0,02/25/2009,368,11081,0,1,1,100,75,12.5,215.1,100,100
0,01/17/2012,171,11080,0,1,1,196,100,70.6,0,0,0
1,06/28/2012,4631,11078,0,0,1,196,100,70.6,200,19,92.9
1,04/16/2010,13690,11071,0,0,1,190.4,100,72.5,183.8,57.3,86.3
0,05/01/2011,654,11067,0,1,1,196,100,70.6,200,19,92.9
1,03/10/2011,3055,11062,0,1,1,194.1,80.3,93.7,220,20,11.8
1,08/31/2014,16235,11059,0,1,1,351.9,30.2,96.1,0,0,0
1,10/15/2014,19456,11057,0,1,0,196,100,70.6,200,19,92.9
0,06/13/2012,15343,11050,0,0,1,196,100,70.6,200,19,92.9
0,06/26/2010,1876,11047,0,1,0,110.1,58.6,56.9,0,0,0
0,09/15/2013,14627,11042,0,1,0,196,100,70.6,200,19,92.9
0,07/31/2009,261,11041,0,1,0,196,100,70.6,200,19,92.9
1,06/11/2014,0,11038,0,0,0,196,100,70.6,200,19,92.9
1,05/11/2011,2289,11036,0,0,0,340.1,93.9,70.6,340,75,80
1,06/20/2011,46,11033,0,0,1,340,75,80,193.3,7.6,92.9
0,12/04/2013,1764,11023,0,0,1,196,100,70.6,200,19,92.9
1,11/27/2012,21,11018,0,1,1,196,100,70.6,0,0,100
0,04/18/2009,178,11006,0,1,1,0,0,0,0,0,93.3
1,06/04/2014,0,11001,0,0,0,196,100,70.6,200,19,92.9
1,02/11/2014,88,11000,0,0,0,196,100,70.6,200,19,92.9
1,09/12/2011,1546,10999,0,1,1,265.9,50,80,0,0,0
0,01/17/2011,2231,10992,0,1,0,196,100,70.6,200,19,92.9
0,04/14/2009,2093,10982,0,1,1,26.5,74.8,80.8,37.5,80,94.1
1,01/14/2013,7115,10935,0,1,1,196,100,70.6,200,19,92.9
0,02/23/2012,11,10935,0,1,1,196,100,70.6,200,19,92.9
0,03/02/2014,7635,10926,0,1,1,206,45.2,98,0,0,100
0,03/13/2014,13546,10915,0,0,0,17.2,75.2,98,0,0,0
0,03/13/2014,13546,10915,0,0,0,17.2,75.2,98,0,0,0
1,04/15/2014,0,10915,0,0,1,0,0,100,0,0,100
0,12/07/2014,390,10910,0,1,1,196,100,70.6,200,19,92.9
0,08/02/2011,0,10907,0,0,1,196,100,70.6,200,19,92.9
0,04/11/2010,2375,10904,0,1,1,196,100,70.6,200,19,92.9
1,02/23/2013,17995,10903,0,1,1,196,100,70.6,200,19,92.9
1,02/09/2009,2484,10882,0,1,1,206.1,11.9,76.1,0,0,0
0,11/28/2012,1932,10882,0,1,0,196,100,70.6,0,0,100
1,04/17/2012,24595,10874,0,0,1,206,45.2,98,0,0,0
0,11/14/2013,7966,10854,0,1,0,196,100,70.6,200,19,92.9
1,04/29/2015,10871,10853,0,1,0,196,100,70.6,200,19,92.9
0,09/29/2010,2366,10853,0,1,1,194.1,80.3,93.7,220,20,11.8
1,03/04/2009,904,10849,0,1,1,55.2,100,34.5,0,0,100
1,07/07/2013,6573,10846,0,1,0,340.1,93.9,70.6,340,75,80
0,06/21/2009,5532,10843,0,1,1,196,100,70.6,200,19,92.9
1,11/10/2012,3063,10843,0,1,1,190.4,100,72.5,0,0,100
0,07/15/2012,3475,10828,0,0,0,196,100,70.6,200,19,92.9
1,04/24/2012,2707,10821,0,1,1,196,100,70.6,200,19,92.9
0,01/08/2014,1020,10810,0,1,0,196,100,70.6,200,19,92.9
0,02/23/2012,117,10807,0,1,0,196,100,70.6,200,19,92.9
1,05/15/2009,2820,10797,0,1,1,0,32,87.1,317.9,53.7,85.5
1,06/04/2009,784,10783,0,1,1,196.8,84.4,78,198,16.8,93.3
0,03/11/2011,1754,10775,0,0,1,0,0,3.9,180,7.7,5.1
1,03/23/2012,2361,10752,0,0,1,340.1,93.9,70.6,340,75,80
1,03/07/2014,21235,10749,0,1,0,196,100,70.6,200,19,92.9
1,09/04/2012,11439,10749,0,0,1,351.9,30.2,96.1,260.8,72.1,26.7
0,07/19/2012,703,10738,0,0,1,196,100,70.6,0,0,100
1,08/03/2009,697,10737,0,1,1,0,100,100,0,0,100
1,03/06/2012,1634,10732,0,0,1,352.5,79.2,86.7,200,19,92.9
1,07/21/2009,3745,10727,0,1,1,0,100,100,201.5,53.7,85.5
0,04/19/2011,3513,10722,0,1,1,196,100,70.6,200,19,92.9
0,02/02/2009,948,10718,0,1,1,198.9,29.4,46.7,17.6,56.5,97.3
1,04/16/2009,1645,10711,0,1,1,332.8,42.1,98.8,0,0,100
0,04/19/2010,2867,10709,2,1,1,196,100,70.6,200,19,92.9
0,04/29/2008,206,10703,0,1,1,352.5,79.2,86.7,200,19,92.9
0,09/11/2011,5904,10700,0,0,1,196,100,70.6,0,0,100
1,04/28/2009,784,10678,0,1,1,0,0,0,0,0,100
0,06/04/2009,421,10677,0,1,1,196,100,70.6,99.6,21.4,86.3
1,03/16/2010,5,10673,0,0,1,16,84.1,83.9,0,0,100
1,03/16/2010,5,10671,0,0,1,16,84.1,83.9,0,0,100
0,11/29/2011,3045,10670,0,1,1,196,100,70.6,200,19,92.9
0,12/12/2010,2607,10669,0,0,1,0,0,0,0,0,0
1,12/13/2010,8054,10657,0,1,1,196,100,70.6,200,19,92.9
1,01/13/2014,1253,10657,0,0,0,196,100,70.6,200,19,92.9
1,06/22/2009,25,10657,0,1,1,351.9,30.2,96.1,0,0,0
0,06/30/2010,1919,10650,0,1,1,206.2,72.8,85.1,0,0,100
0,01/19/2009,199,10650,0,1,1,196,100,70.6,99.6,21.4,86.3
0,10/01/2014,1674,10644,0,1,1,140,4.1,58,200,19,92.9
0,03/07/2008,2168,10641,0,1,1,196,100,70.6,0,0,0
0,10/31/2014,1728,10640,0,1,1,196,100,70.6,0,0,100
1,05/07/2011,73,10635,0,1,1,340,75,80,193.3,7.6,92.9
1,07/31/2012,640,10632,0,1,0,196,100,70.6,200,19,92.9
1,05/20/2014,6363,10623,0,1,0,196,100,70.6,200,19,92.9
0,12/29/2009,2432,10619,1,1,1,0,0,0,0,0,93.3
1,08/15/2014,5830,10608,0,1,1,206.1,11.9,76.1,0,0,0
0,08/09/2010,24,10607,0,1,1,0,0,0,0,0,93.3
1,11/26/2011,1667,10602,0,1,1,80.7,96.4,32.9,0,0,0
0,12/13/2013,753,10602,0,0,0,196,100,70.6,200,19,92.9
1,07/26/2015,6308,10595,0,0,0,196,100,70.6,200,19,92.9
1,08/19/2011,1462,10587,0,1,1,300,20,7.8,0,0,0
1,01/03/2010,1152,10587,0,1,1,340,75,80,193.3,7.6,92.9
0,05/08/2010,347,10587,0,1,1,344.7,79.3,81.6,85.7,40.1,61.6
0,08/21/2012,4438,10575,0,1,0,196,100,70.6,200,19,92.9
0,01/23/2009,9400,10573,0,1,1,196,100,70.6,200,19,92.9
0,02/26/2012,2034,10568,0,1,1,196,100,70.6,0,0,0
1,05/03/2015,3173,10558,0,1,1,351.9,30.2,96.1,0,0,0
1,05/08/2013,7028,10547,0,0,0,196,100,70.6,200,19,92.9
0,03/15/2014,3914,10547,0,0,0,196,100,70.6,200,19,92.9
0,03/24/2014,58,10544,0,1,1,196,100,70.6,0,0,0
1,07/15/2009,962,10542,0,1,1,346.8,90.6,74.9,0,0,100
1,02/25/2012,7740,10541,0,1,1,80.7,96.4,32.9,200,19,92.9
0,12/01/2010,18160,10532,0,1,1,206,45.2,98,0,0,100
0,06/24/2012,5597,10532,0,1,0,110.1,58.6,56.9,0,0,0
1,03/19/2011,5669,10523,0,0,1,0,0,0,0,0,100
1,02/22/2015,5578,10522,0,1,1,0,0,0,0,0,0
1,02/22/2015,5578,10522,0,1,1,0,0,0,0,0,0
1,03/04/2014,27949,10514,0,0,0,196,100,70.6,200,19,92.9
1,11/24/2013,1857,10507,0,1,0,196,100,70.6,200,19,92.9
0,12/10/2010,466,10507,0,0,1,196,100,70.6,200,19,92.9
1,09/23/2012,22098,10506,0,0,1,146.7,60,100,178.3,67.3,60
0,03/23/2011,3785,10503,0,1,1,196,100,70.6,200,19,92.9
0,09/07/2014,1495,10500,0,1,1,17.2,75.2,98,0,0,0
1,03/28/2012,414,10498,0,1,0,352.5,79.2,86.7,0,0,0
1,08/31/2014,14085,10495,0,0,1,196,100,70.6,200,19,92.9
1,04/11/2009,4,10493,0,0,1,206.2,72.8,85.1,0,0,0
0,01/31/2012,5742,10488,0,1,1,196,100,70.6,200,19,92.9
0,01/31/2012,5742,10487,0,1,1,196,100,70.6,200,19,92.9
0,06/07/2012,8402,10485,0,1,1,0,0,0,0,0,0
1,10/20/2009,89,10474,0,1,1,332,100,81.6,0,0,0
1,11/19/2010,4988,10470,0,1,1,351.9,30.2,96.1,0,0,0
1,05/17/2010,289,10468,0,0,1,0,0,0,0,0,93.3
1,10/21/2011,862,10467,0,1,1,282.9,69,62,0,0,100
0,11/26/2010,60,10457,0,1,1,194.1,80.3,93.7,220,20,11.8
0,02/25/2012,6138,10451,0,1,0,196,100,70.6,200,19,92.9
1,04/16/2015,2584,10450,1,1,0,196,100,70.6,200,19,92.9
1,02/04/2009,2734,10447,0,0,1,85,87.6,56.9,0,3.6,32.9
0,12/31/2009,37,10446,0,1,1,0,0,0,300,10,3.9
1,06/23/2010,7609,10444,0,1,1,265.9,50,80,0,0,0
1,12/05/2012,6288,10426,0,1,1,319.1,94.8,98.8,0,0,100
0,03/27/2007,5,10424,0,1,1,240,100,100,86.5,63.8,73.7
1,11/05/2012,4703,10418,0,1,1,196,100,70.6,200,19,92.9
0,05/22/2010,4089,10416,0,1,1,206.1,11.9,76.1,0,0,0
1,12/25/2012,5405,10411,0,1,1,196,100,70.6,0,0,100
0,03/23/2007,3694,10401,0,1,1,49.8,73.4,25.1,0,0,100
1,11/03/2013,16568,10399,0,1,1,194.1,80.3,93.7,0,0,0
1,10/22/2011,2810,10396,0,0,0,206.2,72.8,85.1,183.8,19.3,65.1
1,10/15/2012,2009,10392,0,0,0,196,100,70.6,200,19,92.9
1,10/15/2012,2009,10392,0,0,0,196,100,70.6,200,19,92.9
1,03/03/2009,1636,10392,0,1,1,0,0,20.8,0,0,79.6
1,03/30/2010,8264,10387,0,1,1,71.6,59,65.1,0,0,93.3
1,11/13/2008,316,10387,0,0,1,195,100,80,54.9,32.2,100
1,07/30/2009,1787,10385,0,1,1,195,100,80,54.9,32.2,100
1,06/17/2012,4168,10379,0,0,0,196,100,70.6,200,19,92.9
1,09/17/2010,26,10378,0,1,1,102.9,93.8,43.9,0,0,0
1,02/21/2011,1517,10372,0,0,1,301.9,100,100,300,96.9,100
1,02/25/2015,1620,10357,0,1,0,110.1,58.6,56.9,0,0,0
1,03/23/2010,4438,10356,0,0,1,340.1,93.9,70.6,340,75,80
1,08/07/2014,4217,10344,0,1,1,265.9,50,80,0,0,0
0,01/27/2013,4535,10335,0,0,0,196,100,70.6,200,19,92.9
0,02/21/2015,2189,10327,0,1,0,196,100,70.6,200,19,92.9
1,09/24/2009,197,10327,0,1,1,80.7,96.4,32.9,0,0,93.3
1,10/01/2011,253,10323,0,1,1,344.7,79.3,81.6,85.7,40.1,61.6
0,06/21/2012,1364,10319,0,0,1,0,0,0,0,0,93.3
1,06/21/2009,4801,10317,0,1,1,0,0,0,0,0,100
0,07/02/2012,884,10308,0,1,1,58.1,93.9,12.9,0,0,0
0,02/13/2008,164,10286,0,0,1,17.2,75.2,98,216.5,32,96.9
0,07/19/2012,175,10279,0,1,1,196,100,70.6,200,19,92.9
0,03/23/2011,825,10275,0,0,1,196,100,70.6,200,19,92.9
0,06/08/2011,2550,10273,0,0,1,196,100,70.6,0,0,100
1,04/29/2009,6494,10272,0,1,1,42.9,78.1,96.9,0,0,100
1,02/28/2013,18751,10271,0,1,0,206.2,72.8,85.1,0,0,0
1,08/08/2011,1589,10245,1,1,0,0,0,0,0,0,93.3
0,06/24/2015,5372,10243,0,1,1,196,100,70.6,200,19,92.9
0,10/31/2012,650,10230,0,0,1,196,100,70.6,200,19,92.9
0,05/03/2009,8646,10223,0,1,1,194.1,80.3,93.7,220,20,11.8
1,11/01/2012,40,10223,0,1,1,334.5,100,94.1,0,0,0
0,05/18/2011,9733,10220,0,0,1,0,0,0,0,0,93.3
1,05/17/2015,3005,10215,0,1,0,196,100,70.6,200,19,92.9
0,08/23/2011,2173,10208,0,0,1,120,87.7,92.2,0,0,0
1,09/02/2012,13111,10200,0,1,0,109.9,36.3,83.1,0,0,0
1,11/28/2012,9317,10200,0,1,1,0,100,60,0,0,100
0,03/14/2011,242,10200,0,1,1,0,0,0,0,0,93.3
0,05/30/2012,576,10198,0,0,1,196,100,70.6,200,19,92.9
1,03/05/2013,9793,10182,0,0,0,196,100,70.6,200,19,92.9
0,12/07/2012,544,10182,0,0,0,196,100,70.6,200,19,92.9
1,02/17/2011,275,10182,0,0,1,53.8,49.5,38,0,0,100
1,01/26/2012,381,10177,0,0,1,0,0,0,201.5,53.7,85.5
1,02/02/2012,4941,10170,0,0,0,196,100,70.6,200,19,92.9
0,12/02/2009,352,10168,0,1,1,194.1,80.3,93.7,220,20,11.8
1,07/07/2012,3601,10166,0,1,1,0,100,100,201.5,53.7,85.5
0,03/26/2009,2369,10164,0,0,0,196,100,70.6,200,19,92.9
1,05/29/2011,1180,10159,0,1,1,0,0,60,0,7.7,5.1
1,12/29/2010,10481,10154,0,1,1,320,42.9,46.7,0,0,100
1,03/17/2015,0,10148,0,1,1,66.2,69.6,22,0,0,0
1,08/20/2010,1130,10147,0,1,1,351.9,30.2,96.1,0,0,100
0,11/27/2012,5833,10142,0,0,1,196,100,70.6,200,19,92.9
0,09/16/2009,1926,10139,0,1,1,196,100,70.6,200,19,92.9
0,03/09/2010,1175,10136,0,1,1,0,0,0,0,0,100
1,02/26/2012,2121,10126,0,1,0,347.9,96.3,94.9,0,0,100
1,09/28/2015,0,10121,0,0,0,196,100,70.6,200,19,92.9
0,10/24/2011,286,10115,0,1,1,196,100,70.6,0,0,100
1,12/03/2009,3702,10113,0,1,1,206.2,72.8,85.1,0,0,0
0,12/19/2012,900,10095,0,1,1,196,100,70.6,0,0,100
1,09/23/2010,3,10095,0,1,1,265.9,50,80,0,0,0
1,03/28/2010,966,10089,0,1,1,80.7,96.4,32.9,0,0,93.3
0,04/19/2009,5878,10087,0,1,1,0,100,60,0,0,100
0,04/17/2009,184,10070,0,1,1,196,100,70.6,200,19,92.9
0,04/24/2009,289,10065,0,1,1,194.1,80.3,93.7,220,20,11.8
0,10/22/2011,2929,10064,0,0,0,196,100,70.6,200,19,92.9
1,11/03/2014,11039,10061,0,1,1,206.1,11.9,76.1,0,0,0
0,03/24/2010,125,10055,0,1,1,196,100,70.6,200,19,92.9
1,01/15/2012,549,10050,0,1,0,0,100,60,0,0,87.5
1,11/02/2012,1025,10047,0,1,1,265.9,50,80,0,0,0
1,12/11/2011,1129,10044,0,0,1,196,100,70.6,200,19,92.9
0,09/19/2014,9232,10031,0,1,0,196,100,70.6,200,19,92.9
1,03/04/2011,3610,10027,0,1,1,196.8,84.4,78,198,16.8,93.3
1,06/16/2013,5040,10018,0,1,1,0,0,0,0,0,100
1,08/21/2012,4750,10017,0,0,0,337.8,86,83.9,200,19,92.9
1,04/28/2011,5006,9991,0,1,1,196,100,70.6,200,19,92.9
0,09/23/2013,8237,9981,0,0,1,352.5,79.2,86.7,0,0,100
1,07/01/2014,5659,9978,0,1,0,265.9,50,80,0,0,0
1,09/08/2012,2687,9978,0,0,0,0,0,20,200,19,92.9
1,07/18/2014,13401,9975,0,1,1,196,100,70.6,200,19,92.9
1,08/25/2010,1261,9958,0,1,1,0,0,0,0,0,0
0,10/19/2012,5198,9952,0,1,0,0,100,100,0,0,0
1,12/06/2011,2427,9950,0,0,1,326.3,23.8,94.1,0,0,0
1,05/27/2012,11283,9947,0,1,1,268,75.8,63.1,0,0,100
0,06/03/2009,1564,9939,0,1,1,0,0,0,0,0,93.3
0,08/23/2011,9931,9934,1,1,1,196,100,70.6,200,19,92.9
1,07/29/2009,108,9933,0,1,1,196,100,70.6,200,19,92.9
1,07/05/2009,1089,9927,0,1,1,206.2,72.8,85.1,0,0,0
0,06/03/2015,12737,9924,0,1,0,196,100,70.6,200,19,92.9
1,10/23/2009,68072,9923,0,1,1,206.1,11.9,76.1,0,0,0
1,07/01/2013,3568,9922,0,0,0,196,100,70.6,0,0,100
0,10/02/2010,7483,9921,0,1,1,0,0,0,0,0,93.3
1,10/31/2012,10083,9917,0,0,0,196,100,70.6,0,0,0
1,11/08/2011,12693,9900,0,0,1,265.9,50,80,193.3,7.6,92.9
1,04/24/2014,4453,9898,0,0,0,196,100,70.6,0,0,100
0,06/14/2009,113,9888,0,1,1,196,100,70.6,200,19,92.9
0,09/27/2013,12399,9884,0,1,0,196,100,70.6,200,19,92.9
1,02/16/2010,3285,9883,0,1,1,196,100,70.6,0,0,100
1,02/26/2012,56054,9881,0,0,1,196,100,70.6,0,0,100
1,11/26/2010,6701,9878,0,1,1,265.9,50,80,0,0,0
1,11/26/2010,6701,9878,0,1,1,265.9,50,80,0,0,0
1,08/05/2015,2559,9878,0,1,0,196,100,70.6,200,19,92.9
0,09/06/2010,2789,9874,0,1,1,17.2,75.2,98,0,0,0
0,05/21/2010,2278,9871,0,1,0,196,100,70.6,200,19,92.9
1,03/17/2013,1216,9865,0,0,1,196,100,70.6,0,0,0
0,05/21/2011,524,9864,0,0,1,49.4,82.4,78,0,0,0
1,03/02/2013,1681,9861,0,1,1,196,100,70.6,200,19,92.9
1,04/16/2009,52,9858,0,0,1,352.5,79.2,86.7,0,0,100
0,10/18/2013,4796,9853,0,0,0,196,100,70.6,200,19,92.9
1,11/30/2010,2132,9853,0,1,1,47.4,95,31.4,0,0,100
1,03/24/2009,262,9853,0,1,1,0,100,100,0,0,100
0,04/26/2009,15475,9849,0,1,1,196,100,70.6,216.5,32,96.9
1,05/22/2011,13848,9849,0,1,1,190.1,92.2,96.1,0,0,0
1,03/06/2012,871,9848,0,1,1,43.1,93.9,71,0,0,100
1,09/22/2013,9771,9843,0,1,0,196,100,70.6,200,19,92.9
0,04/08/2014,4326,9841,0,1,0,196,100,70.6,200,19,92.9
0,05/07/2014,2585,9836,0,1,0,196,100,70.6,200,19,92.9
0,01/24/2009,5,9825,0,1,1,199.2,64.9,96.1,0,0,0
1,01/24/2015,16462,9823,0,0,1,110.1,58.6,56.9,0,0,0
1,09/16/2013,630,9823,0,1,0,196,100,70.6,200,19,92.9
1,07/16/2012,9491,9822,0,1,1,144,100,100,0,0,0
1,08/25/2011,4244,9820,0,1,1,112.7,80.2,92.9,220,20,11.8
1,10/09/2013,3126,9820,0,0,0,196,100,70.6,0,0,100
0,06/10/2014,1673,9818,0,0,0,196,100,70.6,200,19,92.9
0,03/11/2011,1074,9812,0,0,1,0,0,0,0,0,93.3
0,07/12/2009,5482,9803,0,1,1,196,100,70.6,200,19,92.9
0,02/03/2010,797,9802,0,0,1,196,100,70.6,200,19,92.9
0,11/21/2008,6044,9799,0,1,1,27.8,100,60,0,0,100
1,01/12/2011,1611,9792,0,1,1,351.9,30.2,96.1,0,0,100
1,12/15/2009,27,9785,0,1,1,0,100,100,201.5,53.7,85.5
1,03/13/2009,1245,9782,0,1,1,0,33.3,5.9,113.3,90,31.4
1,03/07/2012,1081,9774,0,1,1,196,100,70.6,99.6,21.4,86.3
1,05/14/2012,10394,9765,0,1,1,196,100,70.6,200,19,92.9
0,04/25/2014,10246,9756,0,1,1,196,100,70.6,200,19,92.9
1,12/07/2013,18385,9745,0,1,1,17.2,75.2,98,0,0,100
0,01/18/2011,6431,9740,0,1,0,194.1,80.3,93.7,220,20,11.8
0,09/09/2008,544,9739,0,1,1,26.3,19.6,82,281.2,85,23.5
1,02/03/2014,5043,9738,0,1,1,196,100,70.6,200,19,92.9
0,04/23/2011,716,9737,0,1,1,196,100,70.6,200,19,92.9
1,11/06/2012,4143,9736,0,1,0,169.9,30.2,92.2,0,0,0
1,08/26/2010,2576,9734,0,0,1,0,0,0,0,0,0
1,11/20/2010,14643,9731,0,1,1,0,0,0,0,0,100
0,12/29/2010,5467,9730,0,1,0,22.7,70.7,61.6,220,20,11.8
0,03/06/2009,598,9723,0,1,1,200.9,92.2,90.2,220,20,11.8
0,06/07/2010,2752,9722,0,1,1,196,100,70.6,0,0,100
0,04/04/2009,8272,9721,0,1,1,194.1,80.3,93.7,220,20,11.8
1,01/23/2012,15153,9711,0,0,1,196,100,70.6,200,19,92.9
0,01/19/2013,4229,9710,0,0,0,196,100,70.6,200,19,92.9
0,07/28/2010,3549,9693,0,1,1,206.2,72.8,85.1,0,0,0
1,11/28/2011,612,9689,0,1,0,196,100,70.6,200,19,92.9
1,05/24/2012,7286,9683,0,0,1,0,0,6.7,0,0,100
1,07/06/2011,1021,9682,0,1,1,340,75,80,0,0,100
0,04/12/2013,4120,9681,0,1,0,303.9,96.9,100,0,0,100
1,02/26/2011,983,9680,0,1,1,202.9,95,94.1,0,0,100
1,07/31/2009,2665,9674,0,1,1,275.6,65.9,32.2,0,0,100
1,07/12/2011,16736,9664,0,1,1,351.9,30.2,96.1,0,0,100
1,07/12/2011,16736,9664,0,1,1,351.9,30.2,96.1,0,0,100
1,03/21/2014,7559,9662,1,0,1,196,100,70.6,200,19,92.9
1,05/05/2009,1811,9660,0,1,1,276,18.2,43.1,0,0,100
1,09/27/2010,654,9654,0,1,1,0,0,0,0,0,93.3
1,04/03/2009,1851,9651,0,1,1,196,100,70.6,99.6,21.4,86.3
1,07/08/2012,3169,9645,0,1,1,196,100,70.6,0,0,100
0,07/20/2011,1210,9645,0,1,1,80.7,96.4,32.9,0,0,93.3
1,03/22/2013,2178,9640,0,1,0,190.4,100,72.5,183.8,57.3,86.3
0,02/07/2015,238,9618,0,1,0,196,100,70.6,200,19,92.9
1,10/16/2009,148,9616,0,1,1,340.1,93.9,70.6,340,75,80
1,05/31/2012,1160,9614,1,1,0,172,100,70.2,200,19,92.9
1,05/31/2012,1160,9614,0,1,0,172,100,70.2,200,19,92.9
1,12/28/2011,2192,9612,0,0,1,196,100,70.6,200,19,92.9
0,03/21/2011,18,9612,0,1,0,352.5,79.2,86.7,200,19,92.9
1,06/30/2010,29026,9610,0,1,1,257.6,65.5,100,0,0,0
0,09/08/2014,2424,9591,0,1,0,190.4,100,72.5,183.8,57.3,86.3
1,05/31/2011,224,9589,0,1,1,80.7,96.4,32.9,0,0,0
0,01/05/2012,124,9585,0,1,1,0,0,0,0,0,93.3
1,07/10/2009,1878,9580,0,1,0,340,75,80,193.3,7.6,92.9
0,03/03/2015,28476,9566,0,1,1,352.5,79.2,86.7,0,0,0
1,09/27/2010,586,9565,0,1,1,194.1,80.3,93.7,220,20,11.8
1,09/27/2010,586,9565,0,1,1,194.1,80.3,93.7,220,20,11.8
0,02/12/2010,5021,9556,0,1,1,17.2,75.2,98,0,0,100
1,07/15/2013,1762,9555,0,0,0,196,100,70.6,200,19,92.9
1,08/18/2011,4662,9548,0,1,1,196,100,70.6,200,19,92.9
1,10/14/2010,4696,9545,0,1,1,25.7,35.7,100,0,0,0
1,09/23/2012,4415,9537,0,1,1,109.9,100,70.2,0,0,0
1,05/22/2012,8723,9527,0,1,1,265.9,50,80,270,17.6,26.7
1,03/24/2015,53,9524,0,1,0,196,100,70.6,200,19,92.9
0,03/29/2012,1421,9520,1,0,1,188.4,70.9,71.4,186.5,84.5,55.7
0,04/27/2008,1483,9519,0,1,1,196.8,84.4,78,198,16.8,93.3
1,12/09/2013,4924,9496,0,0,0,196,100,70.6,200,19,92.9
1,08/01/2012,7014,9490,0,1,1,0,30.4,22,0,0,100
0,12/10/2011,14373,9486,0,0,1,196,100,70.6,200,19,92.9
1,01/25/2014,10095,9479,0,0,0,196,100,70.6,200,19,92.9
1,03/17/2014,6163,9477,0,0,1,196,100,70.6,200,19,92.9
0,08/22/2012,2549,9476,0,0,0,196,100,70.6,200,19,92.9
1,02/09/2011,3675,9472,0,1,1,0,0,40,0,0,100
1,06/22/2012,17225,9469,1,0,0,351.9,30.2,96.1,0,0,0
