gender,fav_number,retweet_count,tweet_count,sidebar_hue,sidebar_saturation,sidebar_value,link_hue,link_saturation,link_value
0,616,0,1894,200,19,92.9,196,100,70.6
1,1444,0,15581,200,19,92.9,206.1,11.9,76.1
1,45,0,31,200,19,92.9,196,100,70.6
0,1935,0,4890,200,19,92.9,196,100,70.6
1,0,0,127,200,19,92.9,196,100,70.6
1,97,0,5262,200,19,92.9,42.8,69.8,100
1,116,0,23966,200,19,92.9,196,100,70.6
0,88,0,4415,200,19,92.9,196,100,70.6
0,13394,0,21262,200,19,92.9,196,100,70.6
0,2,0,4,200,19,92.9,196,100,70.6
0,0,0,250062,200,19,92.9,196,100,70.6
0,38,0,258,200,19,92.9,196,100,70.6
0,659,0,690,200,19,92.9,196,100,70.6
0,22117,0,26333,200,19,92.9,196,100,70.6
0,196,0,1580,200,19,92.9,196,100,70.6
0,50,0,417,200,19,92.9,196,100,70.6
1,11355,1,4267,200,19,92.9,196,100,70.6
1,1940,0,9004,200,19,92.9,351.9,30.2,96.1
0,212,0,31371,200,19,92.9,196,100,70.6
1,6231,0,11149,200,19,92.9,196,100,70.6
0,0,0,455,200,19,92.9,196,100,70.6
1,174,0,1879,200,19,92.9,196,100,70.6
0,4393,0,25929,200,19,92.9,196,100,70.6
0,591,0,469,200,19,92.9,196,100,70.6
1,370,0,171,200,19,92.9,196,100,70.6
1,2858,0,6457,200,19,92.9,196,100,70.6
0,186,0,2119,200,19,92.9,196,100,70.6
1,775,0,2867,200,19,92.9,196,100,70.6
1,1042,0,3481,200,19,92.9,196,100,70.6
1,16130,0,3224,200,19,92.9,196,100,70.6
0,1056,0,28417,200,19,92.9,0,0,0
0,182,0,133,200,19,92.9,196,100,70.6
0,2483,0,19498,200,19,92.9,196,100,70.6
1,372,0,2326,200,19,92.9,196,100,70.6
0,1534,1,96,200,19,92.9,196,100,70.6
1,10074,0,5354,200,19,92.9,196,100,70.6
0,305,0,886,200,19,92.9,196,100,70.6
1,686,0,1960,200,19,92.9,196,100,70.6
1,1864,0,26759,200,19,92.9,196,100,70.6
1,17080,0,42218,200,19,92.9,196,100,70.6
0,148,1,237,200,19,92.9,196,100,70.6
1,17907,0,21115,200,19,92.9,196,100,70.6
0,7236,0,67533,200,19,92.9,196,100,70.6
0,93,0,889,200,19,92.9,196,100,70.6
0,7765,0,16911,200,19,92.9,196,100,70.6
1,2314,0,2864,200,19,92.9,196,100,70.6
1,16,0,303,200,19,92.9,196,100,70.6
0,97,0,1972,200,19,92.9,196,100,70.6
0,25,0,590,200,19,92.9,196,100,70.6
0,4289,0,5818,200,19,92.9,196,100,70.6
1,9,0,681,200,19,92.9,196,100,70.6
0,1,0,279,200,19,92.9,196,100,70.6
1,9,0,598,200,19,92.9,196,100,70.6
0,3537,0,7786,200,19,92.9,196,100,70.6
1,8288,0,7221,200,19,92.9,196,100,70.6
1,226,0,3522,200,19,92.9,196,100,70.6
1,7,0,70,200,19,92.9,196,100,70.6
1,3278,0,4495,200,19,92.9,196,100,70.6
0,316,0,16405,200,19,92.9,196,100,70.6
1,6506,0,7125,200,19,92.9,196,100,70.6
0,4665,0,7066,200,19,92.9,196,100,70.6
0,4640,0,12800,200,19,92.9,196,100,70.6
0,6515,0,41026,200,19,92.9,196,100,70.6
1,7325,0,16782,200,19,92.9,351.9,30.2,96.1
1,32,0,11,200,19,92.9,196,100,70.6
0,5184,0,14301,200,19,92.9,196,100,70.6
1,949,0,23985,200,19,92.9,196,100,70.6
0,639,0,2662,200,19,92.9,196,100,70.6
1,1680,0,2055,200,19,92.9,196,100,70.6
1,5597,0,16154,200,19,92.9,196,100,70.6
0,2874,0,2881,200,19,92.9,196,100,70.6
1,83,0,2640,200,19,92.9,196,100,70.6
0,33665,0,17342,200,19,92.9,206.2,72.8,85.1
0,1769,0,33879,200,19,92.9,25.7,4.2,65.9
0,304,0,55,200,19,92.9,196,100,70.6
1,314,0,3620,200,19,92.9,196,100,70.6
0,660,0,15903,200,19,92.9,196,100,70.6
1,304,0,1154,200,19,92.9,196,100,70.6
0,1332,0,4553,200,19,92.9,196,100,70.6
0,3969,0,6949,200,19,92.9,196,100,70.6
1,923,0,16959,200,19,92.9,196,100,70.6
1,2420,0,2484,200,19,92.9,196,100,70.6
0,269,0,1376,200,19,92.9,196,100,70.6
0,2,0,4091,200,19,92.9,196,100,70.6
1,801,0,5567,200,19,92.9,196,100,70.6
1,4703,0,10418,200,19,92.9,196,100,70.6
1,1078,0,1093,200,19,92.9,196,100,70.6
1,1706,0,4742,200,19,92.9,196,100,70.6
0,5351,0,3817,200,19,92.9,196,100,70.6
1,715,0,553,200,19,92.9,196,100,70.6
0,36,0,998,200,19,92.9,196,100,70.6
1,2882,0,7562,200,19,92.9,244,100,70.2
1,7,0,1657,200,19,92.9,196,100,70.6
1,1356,0,14735,200,19,92.9,196,100,70.6
1,26992,0,26347,200,19,92.9,196,100,70.6
1,2520,0,6802,200,19,92.9,265.9,50,80
1,14,0,817,200,19,92.9,196,100,70.6
0,810,0,1838,200,19,92.9,196,100,70.6
1,2688,0,1948,200,19,92.9,196,100,70.6
0,90967,0,94642,200,19,92.9,196,100,70.6
0,5782,0,3790,200,19,92.9,196,100,70.6
0,562,0,8382,200,19,92.9,196,100,70.6
0,12,0,112944,200,19,92.9,196,100,70.6
1,599,0,287,200,19,92.9,196,100,70.6
1,11116,0,35734,200,19,92.9,196,100,70.6
0,0,0,402,200,19,92.9,196,100,70.6
1,2438,0,3241,200,19,92.9,196,100,70.6
1,13623,0,6210,200,19,92.9,0,0,0
1,972,0,7531,200,19,92.9,196,100,70.6
0,12,0,369,200,19,92.9,196,100,70.6
0,5742,0,10488,200,19,92.9,196,100,70.6
0,49530,1,37009,200,19,92.9,196,100,70.6
1,159,0,90,200,19,92.9,196,100,70.6
1,2293,0,214,200,19,92.9,196,100,70.6
1,163,0,817,200,19,92.9,196,100,70.6
0,3459,0,1750,200,19,92.9,196,100,70.6
1,2,0,6,200,19,92.9,196,100,70.6
0,3968,0,2088,200,19,92.9,196,100,70.6
1,198,0,647,200,19,92.9,196,100,70.6
1,2225,0,2286,200,19,92.9,196,100,70.6
1,2,0,1050,200,19,92.9,196,100,70.6
0,917,0,63,200,19,92.9,196,100,70.6
1,344,0,66185,200,19,92.9,196,100,70.6
1,2206,0,2834,200,19,92.9,196,100,70.6
1,9,0,91,200,19,92.9,196,100,70.6
1,638,0,164,200,19,92.9,196,100,70.6
1,403,0,928,200,19,92.9,196,100,70.6
1,6,0,74,200,19,92.9,196,100,70.6
0,8,0,14,200,19,92.9,196,100,70.6
0,565,0,533,200,19,92.9,196,100,70.6
0,561,0,1865,200,19,92.9,133.9,100,67.8
1,15,0,252,200,19,92.9,195,60.5,72.5
0,710,0,163735,200,19,92.9,196,100,70.6
0,176,0,142186,200,19,92.9,196,100,70.6
1,305,0,548,200,19,92.9,196,100,70.6
1,137,0,35207,200,19,92.9,196,100,70.6
1,17201,0,41193,200,19,92.9,196,100,70.6
0,283,0,1296,200,19,92.9,196,100,70.6
1,158,0,347,200,19,92.9,196,100,70.6
1,3379,0,13235,200,19,92.9,196,100,70.6
0,1985,0,2549,200,19,92.9,196,100,70.6
0,102,0,338295,200,19,92.9,196,100,70.6
0,8139,0,22081,200,19,92.9,196,100,70.6
0,3049,0,2302,200,19,92.9,196,100,70.6
0,27186,1,100112,200,19,92.9,196,100,70.6
0,61,0,2001,200,19,92.9,196,100,70.6
1,4510,0,13910,200,19,92.9,17.2,75.2,98
0,6721,0,13533,200,19,92.9,196,100,70.6
0,15,0,152,200,19,92.9,196,100,70.6
1,253,0,1184,200,19,92.9,196,100,70.6
0,1008,0,2139,200,19,92.9,196,100,70.6
1,1298,0,24404,200,19,92.9,196,100,70.6
0,7695,0,18925,200,19,92.9,196,100,70.6
0,2006,0,14216,200,19,92.9,196,100,70.6
1,831,0,2398,200,19,92.9,196,100,70.6
0,57,0,2428,200,19,92.9,196,100,70.6
1,20128,0,29559,200,19,92.9,109.9,36.3,83.1
0,1,0,2624,200,19,92.9,196,100,70.6
0,3275,0,40053,200,19,92.9,196,100,70.6
0,9230,0,23649,200,19,92.9,196,100,70.6
0,2509,0,65114,200,19,92.9,196,100,70.6
0,12737,0,9924,200,19,92.9,196,100,70.6
1,137,0,35207,200,19,92.9,196,100,70.6
0,32136,0,28276,200,19,92.9,196,100,70.6
0,4,0,4314,200,19,92.9,196,100,70.6
1,372,0,2326,200,19,92.9,196,100,70.6
0,7420,0,16367,200,19,92.9,352.2,100,60
1,6851,0,8216,200,19,92.9,196,100,70.6
1,102,0,5394,200,19,92.9,17.2,75.2,98
1,5374,0,5028,200,19,92.9,196,100,70.6
1,39,0,1306,200,19,92.9,196,100,70.6
0,15,0,226,200,19,92.9,196,100,70.6
0,12399,0,9884,200,19,92.9,196,100,70.6
0,10465,0,18779,200,19,92.9,196,100,70.6
0,640,0,3643,200,19,92.9,196,100,70.6
1,5283,0,2797,200,19,92.9,196,100,70.6
1,14,0,25852,200,19,92.9,196,100,70.6
1,904,0,16167,200,19,92.9,196,100,70.6
1,340,0,333,200,19,92.9,196,100,70.6
0,145,0,1266,200,19,92.9,196,100,70.6
1,476,0,1166,200,19,92.9,196,100,70.6
0,524,0,45645,200,19,92.9,196,100,70.6
1,1741,0,6976,200,19,92.9,196,100,70.6
0,0,0,72,200,19,92.9,196,100,70.6
1,6092,0,11197,200,19,92.9,196,100,70.6
0,9158,0,18306,200,19,92.9,206,45.2,98
0,5489,0,27032,200,19,92.9,196,100,70.6
0,1536,1,2856,200,19,92.9,196,100,70.6
0,236,0,3161,200,19,92.9,196,100,70.6
0,2930,0,3824,200,19,92.9,196,100,70.6
0,8,0,227,200,19,92.9,196,100,70.6
0,256,1,1791,200,19,92.9,196,100,70.6
1,6683,0,3436,200,19,92.9,196,100,70.6
0,5937,0,38388,200,19,92.9,196,100,70.6
0,131,0,959,200,19,92.9,196,100,70.6
1,0,0,15745,200,19,92.9,196,100,70.6
1,14701,0,6664,200,19,92.9,196,100,70.6
0,6452,0,54143,200,19,92.9,196,100,70.6
1,500,0,180,200,19,92.9,196,100,70.6
1,0,0,12828,200,19,92.9,196,100,70.6
1,0,0,57918,200,19,92.9,196,100,70.6
1,148,0,200,200,19,92.9,196,100,70.6
1,0,0,3184,200,19,92.9,196,100,70.6
1,3,0,184,200,19,92.9,196,100,70.6
0,345,0,270,200,19,92.9,196,100,70.6
0,261,0,23103,200,19,92.9,196,100,70.6
1,23793,0,25723,200,19,92.9,196,100,70.6
1,9062,0,11920,200,19,92.9,196,100,70.6
1,1299,0,3874,200,19,92.9,196,100,70.6
0,18,0,158,200,19,92.9,196,100,70.6
1,20686,0,17217,200,19,92.9,196,100,70.6
1,484,0,30468,200,19,92.9,196,100,70.6
1,113,0,1126,200,19,92.9,196,100,70.6
0,23058,0,71453,200,19,92.9,196,100,70.6
0,564,0,1763,200,19,92.9,196,100,70.6
1,0,0,1791,200,19,92.9,196,100,70.6
0,27772,0,69717,200,19,92.9,196,100,70.6
0,327,0,3187,200,19,92.9,196,100,70.6
1,3266,0,1692,200,19,92.9,196,100,70.6
0,12,0,43,200,19,92.9,196,100,70.6
1,477,0,452,200,19,92.9,196,100,70.6
1,1733,0,7574,200,19,92.9,196,100,70.6
0,112,1,20889,200,19,92.9,196,100,70.6
1,3789,0,8227,200,19,92.9,196,100,70.6
0,15,0,30,200,19,92.9,196,100,70.6
0,1026,0,37551,200,19,92.9,196,100,70.6
1,11,0,116,200,19,92.9,196,100,70.6
0,3,0,146208,200,19,92.9,196,100,70.6
1,656,0,63859,200,19,92.9,196,100,70.6
1,5438,0,7572,200,19,92.9,196,100,70.6
1,1928,0,2010,200,19,92.9,196,100,70.6
0,410,0,4074,200,19,92.9,196,100,70.6
0,70,0,2910,200,19,92.9,196,100,70.6
1,3455,0,2062,200,19,92.9,196,100,70.6
1,87,0,301,200,19,92.9,196,100,70.6
0,7261,1,35057,200,19,92.9,196,100,70.6
1,14665,0,19639,200,19,92.9,196,100,70.6
0,0,0,380033,200,19,92.9,196,100,70.6
0,5159,0,7083,200,19,92.9,196,100,70.6
0,2,0,104,200,19,92.9,196,100,70.6
1,0,0,1014,200,19,92.9,196,100,70.6
1,1095,0,2895,200,19,92.9,196,100,70.6
1,8,0,117,200,19,92.9,196,100,70.6
1,14772,0,20521,200,19,92.9,196,100,70.6
1,124,0,570,200,19,92.9,196,100,70.6
0,143,0,11389,200,19,92.9,196,100,70.6
1,141,0,255,200,19,92.9,196,100,70.6
0,79,0,2016,200,19,92.9,196,100,70.6
1,905,0,2442,200,19,92.9,196,100,70.6
0,5813,0,55405,200,19,92.9,196,100,70.6
1,11297,0,52743,200,19,92.9,196,100,70.6
1,962,0,1986,200,19,92.9,196,100,70.6
0,4438,0,10575,200,19,92.9,196,100,70.6
1,0,0,13040,200,19,92.9,196,100,70.6
1,488,0,489,200,19,92.9,196,100,70.6
0,1000,0,1347,200,19,92.9,196,100,70.6
0,4,0,30,200,19,92.9,196,100,70.6
1,3238,0,738,200,19,92.9,196,100,70.6
1,2028,0,8395,200,19,92.9,196,100,70.6
0,311,0,1752,200,19,92.9,196,100,70.6
0,1529,0,4187,200,19,92.9,196,100,70.6
1,4268,0,8998,200,19,92.9,196,100,70.6
1,1483,0,2352,200,19,92.9,196,100,70.6
1,2202,0,6851,200,19,92.9,196,100,70.6
1,6771,0,12448,200,19,92.9,196,100,70.6
0,176,0,1513,200,19,92.9,196,100,70.6
1,1190,0,12972,200,19,92.9,196,100,70.6
0,24593,0,71098,200,19,92.9,196,100,70.6
1,94,0,191,200,19,92.9,196,100,70.6
1,0,0,13097,200,19,92.9,196,100,70.6
0,142,0,39618,200,19,92.9,196,100,70.6
0,324,0,71092,200,19,92.9,196,100,70.6
0,2171,0,2372,200,19,92.9,196,100,70.6
0,213,0,114,200,19,92.9,196,100,70.6
0,112,1,79324,200,19,92.9,196,100,70.6
1,0,0,3025,200,19,92.9,196,100,70.6
1,1067,0,720,200,19,92.9,196,100,70.6
1,23,0,895,200,19,92.9,196,100,70.6
0,7,0,47,200,19,92.9,196,100,70.6
0,222,0,44061,200,19,92.9,196,100,70.6
1,495,0,2720,200,19,92.9,196,100,70.6
1,10113,0,175311,200,19,92.9,196,100,70.6
1,778,0,266,200,19,92.9,196,100,70.6
0,5,0,39113,200,19,92.9,196,100,70.6
0,36,0,5591,200,19,92.9,196,100,70.6
1,86,0,860,200,19,92.9,196,100,70.6
1,1857,0,10507,200,19,92.9,196,100,70.6
1,41,0,72,200,19,92.9,196,100,70.6
0,987,0,17373,200,19,92.9,196,100,70.6
1,359,0,539,200,19,92.9,196,100,70.6
0,32,1,33163,200,19,92.9,196,100,70.6
1,4713,0,20215,200,19,92.9,196,100,70.6
0,245,0,351,200,19,92.9,196,100,70.6
0,14792,0,13468,200,19,92.9,196,100,70.6
1,1249,0,706,200,19,92.9,196,100,70.6
1,372,0,2327,200,19,92.9,196,100,70.6
0,22,0,167,200,19,92.9,196,100,70.6
1,0,0,8801,200,19,92.9,196,100,70.6
1,15,0,12013,200,19,92.9,196,100,70.6
0,72,0,2491,200,19,92.9,196,100,70.6
1,762,1,7325,200,19,92.9,196,100,70.6
1,5872,0,7995,200,19,92.9,196,100,70.6
0,14,0,90693,200,19,92.9,196,100,70.6
1,2,0,4744,200,19,92.9,196,100,70.6
0,64,0,42,200,19,92.9,196,100,70.6
0,15448,0,15442,200,19,92.9,196,100,70.6
1,265,0,250557,200,19,92.9,196,100,70.6
0,0,0,113106,200,19,92.9,196,100,70.6
1,108,0,9933,200,19,92.9,196,100,70.6
0,216,0,14,200,19,92.9,196,100,70.6
0,0,0,5662,200,19,92.9,196,100,70.6
0,22,0,141477,200,19,92.9,196,100,70.6
1,10594,0,26054,200,19,92.9,196,100,70.6
0,2871,0,23148,200,19,92.9,196,100,70.6
1,597,0,11457,200,19,92.9,196,100,70.6
0,700,0,87460,200,19,92.9,196,100,70.6
0,7,0,218,200,19,92.9,196,100,70.6
0,1355,0,2688,200,19,92.9,196,100,70.6
0,933,0,57633,200,19,92.9,196,100,70.6
0,5753,0,6502,200,19,92.9,196,100,70.6
0,2378,0,4375,200,19,92.9,196,100,70.6
1,932,0,3174,200,19,92.9,196,100,70.6
1,201,0,2443,200,19,92.9,196,100,70.6
0,24,0,131,200,19,92.9,196,100,70.6
1,96,0,1540,200,19,92.9,196,100,70.6
0,4889,0,27385,200,19,92.9,196,100,70.6
0,1069,0,9410,200,19,92.9,196,100,70.6
1,269,0,158,200,19,92.9,196,100,70.6
1,694,0,21706,200,19,92.9,196,100,70.6
1,2781,0,3363,200,19,92.9,196,100,70.6
0,7095,0,2610,200,19,92.9,196,100,70.6
1,4511,0,16129,200,19,92.9,196,100,70.6
1,11139,0,9113,200,19,92.9,196,100,70.6
0,53,0,3106,200,19,92.9,194.1,80.3,93.7
1,4007,0,27660,200,19,92.9,196,100,70.6
1,2819,0,2509,200,19,92.9,196,100,70.6
0,3,0,1,200,19,92.9,196,100,70.6
1,792,0,6814,200,19,92.9,196,100,70.6
1,188,0,1769,200,19,92.9,196,100,70.6
1,0,0,111144,200,19,92.9,196,100,70.6
1,2864,0,20915,200,19,92.9,196,100,70.6
0,5,0,6,200,19,92.9,196,100,70.6
1,19662,0,8544,200,19,92.9,196,100,70.6
1,30764,0,7990,200,19,92.9,196,100,70.6
1,0,0,37735,200,19,92.9,196,100,70.6
1,0,0,1297,200,19,92.9,196,100,70.6
0,4248,0,19174,200,19,92.9,196,100,70.6
1,4740,0,5826,200,19,92.9,196,100,70.6
1,26773,0,96269,200,19,92.9,196,100,70.6
1,3858,1,7144,200,19,92.9,196,100,70.6
0,4712,2,5447,200,19,92.9,196,100,70.6
0,6,0,14131,200,19,92.9,196,100,70.6
1,1,0,58,200,19,92.9,196,100,70.6
0,71,0,248,200,19,92.9,196,100,70.6
1,8,0,31,200,19,92.9,196,100,70.6
0,2457,0,13474,200,19,92.9,196,100,70.6
1,3647,1,3931,200,19,92.9,196,100,70.6
1,974,0,3463,200,19,92.9,196,100,70.6
0,763,0,1544,200,19,92.9,196,100,70.6
0,8,1,29,200,19,92.9,196,100,70.6
0,3,0,75,200,19,92.9,196,100,70.6
0,926,0,5730,200,19,92.9,196,100,70.6
1,5099,0,8204,200,19,92.9,196,100,70.6
0,94,0,11436,200,19,92.9,196,100,70.6
1,2,0,58775,200,19,92.9,196,100,70.6
0,11921,1,9075,200,19,92.9,196,100,70.6
1,3148,0,11820,200,19,92.9,352.5,79.2,86.7
0,3821,0,11632,200,19,92.9,196,100,70.6
0,23924,0,13262,200,19,92.9,196,100,70.6
0,0,0,2,200,19,92.9,196,100,70.6
0,0,0,6742,200,19,92.9,196,100,70.6
1,124,0,62017,200,19,92.9,196,100,70.6
1,1284,0,6654,200,19,92.9,196,100,70.6
0,203,0,4170,200,19,92.9,196,100,70.6
1,6308,0,10595,200,19,92.9,196,100,70.6
0,1985,0,2549,200,19,92.9,196,100,70.6
0,684,0,2701,200,19,92.9,196,100,70.6
0,2233,0,3277,200,19,92.9,196,100,70.6
0,1,0,69,200,19,92.9,196,100,70.6
0,607,0,5125,200,19,92.9,196,100,70.6
1,22,0,267,200,19,92.9,196,100,70.6
1,1156,0,2508,200,19,92.9,196,100,70.6
1,6016,0,13891,200,19,92.9,196,100,70.6
0,71,0,2897,200,19,92.9,196,100,70.6
1,1267,0,263,200,19,92.9,196,100,70.6
0,7,0,66594,200,19,92.9,196,100,70.6
0,6515,1,28115,200,19,92.9,196,100,70.6
1,976,0,886,200,19,92.9,196,100,70.6
1,3278,0,12778,200,19,92.9,206.1,11.9,76.1
0,57,0,3766,200,19,92.9,196,100,70.6
1,0,0,207,200,19,92.9,196,100,70.6
1,2764,0,9126,200,19,92.9,196,100,70.6
1,16,0,26,200,19,92.9,196,100,70.6
0,256,0,564,200,19,92.9,196,100,70.6
1,1027,0,1217,200,19,92.9,196,100,70.6
0,132,0,254,200,19,92.9,196,100,70.6
0,41,0,764,200,19,92.9,196,100,70.6
1,55,0,66,200,19,92.9,196,100,70.6
0,5,0,32,200,19,92.9,196,100,70.6
0,1665,0,14559,200,19,92.9,196,100,70.6
1,2,0,609,200,19,92.9,196,100,70.6
0,102,0,2563,200,19,92.9,196,100,70.6
0,2881,0,4206,200,19,92.9,196,100,70.6
0,6269,0,11887,200,19,92.9,196,100,70.6
0,1371,1,2207,200,19,92.9,196,100,70.6
0,53,6,126653,200,19,92.9,196,100,70.6
1,3688,0,5430,200,19,92.9,196,100,70.6
0,20,0,52346,200,19,92.9,196,100,70.6
1,182,0,438,200,19,92.9,196,100,70.6
1,631,1,130,200,19,92.9,196,100,70.6
0,7157,0,12772,200,19,92.9,196,100,70.6
0,0,0,22280,200,19,92.9,196,100,70.6
1,3,0,647,200,19,92.9,196,100,70.6
1,23,0,622,200,19,92.9,196,100,70.6
1,79601,1,155512,200,19,92.9,196,100,70.6
1,1132,0,37749,200,19,92.9,196,100,70.6
1,3919,0,6867,200,19,92.9,0,100,54.5
1,385,0,1796,200,19,92.9,206.2,72.8,85.1
0,6680,0,5619,200,19,92.9,196,100,70.6
0,135,0,246,200,19,92.9,196,100,70.6
0,3182,0,2313,200,19,92.9,196,100,70.6
0,533,0,1221,200,19,92.9,196,100,70.6
1,4401,0,14594,200,19,92.9,196,100,70.6
1,463,0,536,200,19,92.9,196,100,70.6
1,215,0,422,200,19,92.9,196,100,70.6
0,1282,0,3240,200,19,92.9,196,100,70.6
0,9356,0,25058,200,19,92.9,17.2,75.2,98
1,14498,0,30606,200,19,92.9,196.8,84.4,78
1,1901,0,4789,200,19,92.9,196,100,70.6
1,19885,0,1218,200,19,92.9,196,100,70.6
0,20331,0,4607,200,19,92.9,196,100,70.6
0,619,0,25467,200,19,92.9,196,100,70.6
1,4527,0,48095,200,19,92.9,196,100,70.6
0,132,0,7522,200,19,92.9,241.1,85.3,74.9
1,187,0,20114,200,19,92.9,196,100,70.6
0,753,0,1041,200,19,92.9,196,100,70.6
0,1803,0,379,200,19,92.9,196,100,70.6
0,412,0,1705,200,19,92.9,196,100,70.6
1,250,0,594,200,19,92.9,196,100,70.6
1,720,0,1394,200,19,92.9,196,100,70.6
1,116,0,87,200,19,92.9,196,100,70.6
0,11176,0,23369,200,19,92.9,196,100,70.6
1,3816,0,5450,200,19,92.9,196,100,70.6
0,3236,0,2854,200,19,92.9,196,100,70.6
0,56,0,4583,200,19,92.9,196,100,70.6
0,49,0,12608,200,19,92.9,196,100,70.6
0,223,0,13801,200,19,92.9,0,0,0
0,5925,0,2162,200,19,92.9,196,100,70.6
0,1,0,462,200,19,92.9,196,100,70.6
1,30121,0,62377,200,19,92.9,0,0,0
1,13146,0,9210,200,19,92.9,196,100,70.6
0,0,0,28,200,19,92.9,196,100,70.6
1,3405,0,18467,200,19,92.9,196,100,70.6
0,691,0,11346,200,19,92.9,196,100,70.6
0,85,0,176,200,19,92.9,196,100,70.6
1,10,0,1124,200,19,92.9,196,100,70.6
1,359,0,13958,200,19,92.9,196,100,70.6
0,121,1,1302,200,19,92.9,196,100,70.6
0,653,0,2929,200,19,92.9,196,100,70.6
1,2856,0,5572,200,19,92.9,196,100,70.6
0,2,0,25,200,19,92.9,196,100,70.6
0,39,0,25,200,19,92.9,196,100,70.6
0,105,0,34,200,19,92.9,196,100,70.6
0,0,0,3,200,19,92.9,196,100,70.6
1,4307,0,16824,200,19,92.9,196,100,70.6
0,72,0,934,200,19,92.9,196,100,70.6
1,1604,0,64588,200,19,92.9,354.8,96.2,94.1
0,12197,0,8482,200,19,92.9,196,100,70.6
1,1246,0,4427,200,19,92.9,196,100,70.6
0,7467,0,25680,200,19,92.9,196,100,70.6
0,3707,0,25672,200,19,92.9,196,100,70.6
1,0,0,10,200,19,92.9,196,100,70.6
0,940,0,589,200,19,92.9,196,100,70.6
1,669,0,518,200,19,92.9,196,100,70.6
0,10244,0,22287,200,19,92.9,196,100,70.6
1,4539,0,2735,200,19,92.9,196,100,70.6
1,60,0,207,200,19,92.9,196,100,70.6
0,4,0,391199,200,19,92.9,196,100,70.6
1,14228,0,39792,200,19,92.9,196,100,70.6
0,341,0,6157,200,19,92.9,196,100,70.6
0,636,0,2853,200,19,92.9,196,100,70.6
0,530,0,377,200,19,92.9,196,100,70.6
1,0,0,3578,200,19,92.9,196,100,70.6
1,1720,0,1320,200,19,92.9,196,100,70.6
0,17,0,19186,200,19,92.9,196,100,70.6
1,0,0,17,200,19,92.9,196,100,70.6
1,3092,0,5760,200,19,92.9,196,100,70.6
0,1210,0,25124,200,19,92.9,196,100,70.6
1,601,0,20029,200,19,92.9,196,100,70.6
1,61,0,13564,200,19,92.9,196,100,70.6
1,0,0,9019,200,19,92.9,196,100,70.6
1,1106,0,36434,200,19,92.9,196,100,70.6
1,8143,0,9126,200,19,92.9,196,100,70.6
0,20,0,824,200,19,92.9,196,100,70.6
1,0,0,11,200,19,92.9,196,100,70.6
1,1,0,20,200,19,92.9,196,100,70.6
0,315,0,2081,200,19,92.9,196,100,70.6
0,5720,0,23141,200,19,92.9,196,100,70.6
0,3,0,1839,200,19,92.9,196,100,70.6
1,6929,0,7393,200,19,92.9,196,100,70.6
1,16,0,2405,200,19,92.9,196,100,70.6
1,192,0,473,200,19,92.9,196,100,70.6
0,58,0,440,200,19,92.9,196,100,70.6
1,8229,0,13469,200,19,92.9,196,100,70.6
1,300,0,112,200,19,92.9,196,100,70.6
0,24349,0,40524,200,19,92.9,196,100,70.6
0,2130,0,3708,200,19,92.9,196,100,70.6
1,126,0,1889,200,19,92.9,196,100,70.6
1,6342,0,5108,200,19,92.9,196,100,70.6
0,3128,0,1674,200,19,92.9,196,100,70.6
1,4924,0,9496,200,19,92.9,196,100,70.6
0,122,0,43303,200,19,92.9,196,100,70.6
1,7539,0,26491,200,19,92.9,196,100,70.6
1,184,0,812,200,19,92.9,196,100,70.6
0,148,0,91,200,19,92.9,196,100,70.6
0,2,0,117,200,19,92.9,196,100,70.6
1,3441,0,122339,200,19,92.9,300,82.2,90.2
1,594,0,4701,200,19,92.9,196,100,70.6
1,32,0,216,200,19,92.9,196,100,70.6
0,19,0,26,200,19,92.9,196,100,70.6
0,26,0,1165,200,19,92.9,196,100,70.6
1,0,0,5278,200,19,92.9,196,100,70.6
0,716,0,9737,200,19,92.9,196,100,70.6
1,714,0,4203,200,19,92.9,196,100,70.6
0,766,0,3056,200,19,92.9,196,100,70.6
0,1523,0,2599,200,19,92.9,196,100,70.6
0,536,0,2048,200,19,92.9,196,100,70.6
0,1188,1,160583,200,19,92.9,196,100,70.6
0,125,0,1417,200,19,92.9,196,100,70.6
0,158,0,3760,200,19,92.9,196,100,70.6
0,1,0,23383,200,19,92.9,38,86.9,96.1
1,14,0,1215,200,19,92.9,196,100,70.6
0,9782,0,29084,200,19,92.9,196,100,70.6
0,48,0,132,200,19,92.9,196,100,70.6
0,449,0,14333,200,19,92.9,196,100,70.6
1,7566,0,61666,200,19,92.9,196,100,70.6
0,1008,0,2425,200,19,92.9,206.1,11.9,76.1
1,8083,0,20176,200,19,92.9,196,100,70.6
1,590,0,951,200,19,92.9,196,100,70.6
1,35992,1,14364,200,19,92.9,196,100,70.6
0,531,0,14261,200,19,92.9,196,100,70.6
0,864,0,1026,200,19,92.9,196,100,70.6
1,5261,0,6808,200,19,92.9,196,100,70.6
1,215,0,144,200,19,92.9,196,100,70.6
0,1003,0,4087,200,19,92.9,196,100,70.6
1,14181,0,75680,200,19,92.9,196,100,70.6
1,2820,0,599,200,19,92.9,196,100,70.6
1,0,0,4453,200,19,92.9,196,100,70.6
0,104,0,509,200,19,92.9,196,100,70.6
0,2231,0,10992,200,19,92.9,196,100,70.6
0,1268,0,2898,200,19,92.9,196,100,70.6
